,Supplies SubgroupNum,Supplies GroupNum,Region Num,Route To MarketNum,Opportunity Result,PREDICT
13037,7,0,5,2,Won,Loss
13038,3,0,2,2,Loss,Loss
13039,2,0,4,0,Won,Loss
13040,2,0,2,0,Loss,Loss
13041,6,2,0,2,Loss,Loss
13042,0,0,0,2,Loss,Loss
13043,7,0,6,2,Loss,Loss
13044,6,2,3,2,Loss,Loss
13045,5,2,6,0,Loss,Loss
13046,2,0,0,0,Loss,Loss
13047,4,0,4,0,Won,Loss
13048,3,0,1,0,Loss,Loss
13049,3,0,1,0,Loss,Loss
13050,3,0,6,2,Loss,Loss
13051,5,2,0,2,Loss,Loss
13052,5,2,6,2,Loss,Loss
13053,4,0,4,0,Loss,Loss
13054,2,0,0,2,Loss,Loss
13055,7,0,1,2,Loss,Loss
13056,0,0,1,2,Loss,Loss
13057,7,0,4,2,Loss,Loss
13058,2,0,3,0,Loss,Loss
13059,3,0,1,2,Loss,Loss
13060,2,0,0,0,Loss,Loss
13061,0,0,6,0,Loss,Loss
13062,5,2,5,2,Loss,Loss
13063,0,0,4,4,Loss,Loss
13064,0,0,4,4,Loss,Loss
13065,0,0,3,0,Loss,Loss
13066,7,0,4,0,Loss,Loss
13067,8,2,3,0,Won,Loss
13068,0,0,2,0,Loss,Loss
13069,0,0,1,2,Loss,Loss
13070,3,0,4,0,Loss,Loss
13071,8,2,4,2,Loss,Loss
13072,0,0,3,2,Loss,Loss
13073,8,2,1,0,Loss,Loss
13074,5,2,5,2,Loss,Loss
13075,5,2,4,2,Won,Loss
13076,8,2,6,0,Loss,Loss
13077,5,2,3,0,Loss,Loss
13078,5,2,2,0,Won,Loss
13079,5,2,5,0,Loss,Loss
13080,8,2,2,2,Loss,Loss
13081,7,0,1,4,Loss,Loss
13082,4,0,6,2,Loss,Loss
13083,2,0,6,0,Loss,Loss
13084,2,0,1,2,Loss,Loss
13085,8,2,1,2,Loss,Loss
13086,0,0,5,4,Won,Loss
13087,7,0,3,2,Won,Loss
13088,2,0,3,2,Won,Loss
13089,2,0,4,0,Loss,Loss
13090,6,2,0,0,Loss,Loss
13091,4,0,5,2,Loss,Loss
13092,2,0,3,2,Loss,Loss
13093,2,0,5,0,Loss,Loss
13094,0,0,2,0,Loss,Loss
13095,3,0,3,0,Loss,Loss
13096,6,2,1,2,Loss,Loss
13097,7,0,0,0,Loss,Loss
13098,8,2,6,0,Loss,Loss
13099,5,2,2,0,Loss,Loss
13100,6,2,4,0,Won,Loss
13101,2,0,6,2,Won,Loss
13102,2,0,1,1,Loss,Loss
13103,3,0,1,2,Won,Loss
13104,8,2,1,2,Loss,Loss
13105,6,2,6,0,Won,Loss
13106,8,2,2,0,Loss,Loss
13107,2,0,5,2,Won,Loss
13108,0,0,5,0,Loss,Loss
13109,2,0,3,0,Loss,Loss
13110,2,0,4,0,Loss,Loss
13111,8,2,0,2,Loss,Loss
13112,5,2,5,2,Loss,Loss
13113,8,2,2,2,Won,Loss
13114,7,0,6,2,Loss,Loss
13115,0,0,1,0,Loss,Loss
13116,0,0,0,0,Loss,Loss
13117,3,0,2,0,Loss,Loss
13118,0,0,2,2,Loss,Loss
13119,10,0,3,0,Loss,Loss
13120,8,2,4,2,Loss,Loss
13121,5,2,3,2,Loss,Loss
13122,5,2,4,2,Loss,Loss
13123,7,0,1,2,Loss,Loss
13124,3,0,4,2,Loss,Loss
13125,5,2,1,2,Loss,Loss
13126,2,0,3,2,Won,Loss
13127,5,2,1,0,Loss,Loss
13128,5,2,6,2,Won,Loss
13129,7,0,4,2,Loss,Loss
13130,7,0,6,2,Loss,Loss
13131,3,0,1,2,Won,Loss
13132,10,0,2,2,Loss,Loss
13133,3,0,6,0,Loss,Loss
13134,7,0,3,0,Loss,Loss
13135,5,2,1,2,Loss,Loss
13136,2,0,6,0,Won,Loss
13137,10,0,1,0,Loss,Loss
13138,4,0,4,2,Won,Loss
13139,5,2,1,2,Loss,Loss
13140,3,0,3,2,Loss,Loss
13141,3,0,1,0,Loss,Loss
13142,8,2,6,2,Won,Loss
13143,5,2,3,0,Loss,Loss
13144,4,0,4,3,Loss,Loss
13145,2,0,1,2,Loss,Loss
13146,3,0,3,2,Loss,Loss
13147,7,0,2,0,Won,Loss
13148,8,2,1,2,Loss,Loss
13149,8,2,5,0,Loss,Loss
13150,8,2,5,0,Loss,Loss
13151,3,0,5,2,Loss,Loss
13152,2,0,5,3,Loss,Loss
13153,0,0,1,0,Won,Loss
13154,8,2,0,0,Loss,Loss
13155,3,0,3,0,Loss,Loss
13156,3,0,6,2,Loss,Loss
13157,6,2,0,0,Won,Loss
13158,2,0,1,2,Loss,Loss
13159,0,0,2,0,Loss,Loss
13160,10,0,4,0,Loss,Loss
13161,9,3,5,2,Loss,Loss
13162,2,0,6,2,Loss,Loss
13163,8,2,5,0,Loss,Loss
13164,2,0,4,2,Loss,Loss
13165,2,0,1,0,Loss,Loss
13166,3,0,1,3,Won,Loss
13167,5,2,2,0,Won,Loss
13168,0,0,3,0,Loss,Loss
13169,5,2,3,0,Loss,Loss
13170,2,0,5,2,Loss,Loss
13171,10,0,1,0,Loss,Loss
13172,2,0,1,2,Won,Loss
13173,5,2,4,4,Loss,Loss
13174,7,0,4,0,Loss,Loss
13175,2,0,4,2,Loss,Loss
13176,8,2,0,0,Loss,Loss
13177,8,2,1,2,Won,Loss
13178,7,0,4,0,Won,Loss
13179,10,0,2,0,Loss,Loss
13180,2,0,6,0,Loss,Loss
13181,4,0,1,0,Loss,Loss
13182,9,3,1,4,Loss,Loss
13183,2,0,4,2,Won,Loss
13184,4,0,4,0,Won,Loss
13185,4,0,1,0,Loss,Loss
13186,5,2,4,0,Loss,Loss
13187,3,0,1,2,Won,Loss
13188,8,2,2,2,Loss,Loss
13189,8,2,2,2,Loss,Loss
13190,2,0,4,0,Loss,Loss
13191,0,0,1,0,Loss,Loss
13192,0,0,4,2,Loss,Loss
13193,4,0,6,0,Loss,Loss
13194,0,0,1,0,Loss,Loss
13195,2,0,4,2,Loss,Loss
13196,8,2,1,2,Won,Loss
13197,3,0,3,2,Won,Loss
13198,3,0,4,2,Won,Loss
13199,7,0,0,2,Won,Loss
13200,6,2,4,0,Loss,Loss
13201,0,0,1,2,Loss,Loss
13202,2,0,5,2,Loss,Loss
13203,10,0,0,0,Loss,Loss
13204,3,0,6,2,Loss,Loss
13205,8,2,3,0,Loss,Loss
13206,0,0,4,1,Loss,Loss
13207,10,0,4,0,Loss,Loss
13208,5,2,4,2,Won,Loss
13209,8,2,1,0,Loss,Loss
13210,0,0,5,0,Loss,Loss
13211,2,0,1,2,Won,Loss
13212,0,0,1,0,Loss,Loss
13213,3,0,4,1,Loss,Loss
13214,8,2,1,2,Won,Loss
13215,10,0,1,0,Loss,Loss
13216,7,0,2,0,Loss,Loss
13217,8,2,0,0,Loss,Loss
13218,5,2,1,0,Won,Loss
13219,0,0,1,0,Loss,Loss
13220,4,0,4,0,Loss,Loss
13221,2,0,6,0,Loss,Loss
13222,5,2,0,2,Loss,Loss
13223,6,2,1,0,Loss,Loss
13224,4,0,4,0,Loss,Loss
13225,2,0,3,0,Loss,Loss
13226,0,0,3,0,Loss,Loss
13227,5,2,3,2,Loss,Loss
13228,10,0,1,2,Loss,Loss
13229,4,0,1,1,Loss,Loss
13230,0,0,6,0,Loss,Loss
13231,4,0,5,2,Loss,Loss
13232,3,0,0,2,Won,Loss
13233,2,0,0,0,Loss,Loss
13234,4,0,5,2,Loss,Loss
13235,0,0,1,0,Loss,Loss
13236,3,0,4,2,Won,Loss
13237,10,0,1,2,Loss,Loss
13238,5,2,1,0,Won,Loss
13239,5,2,1,0,Loss,Loss
13240,2,0,5,0,Loss,Loss
13241,8,2,1,0,Loss,Loss
13242,5,2,1,2,Loss,Loss
13243,5,2,0,2,Loss,Loss
13244,7,0,6,0,Loss,Loss
13245,8,2,1,2,Loss,Loss
13246,8,2,5,0,Loss,Loss
13247,2,0,4,0,Loss,Loss
13248,0,0,1,1,Loss,Loss
13249,7,0,4,0,Loss,Loss
13250,5,2,1,2,Won,Loss
13251,8,2,1,2,Loss,Loss
13252,7,0,2,2,Loss,Loss
13253,2,0,4,0,Loss,Loss
13254,4,0,1,0,Won,Loss
13255,10,0,2,1,Loss,Loss
13256,5,2,4,0,Won,Loss
13257,5,2,4,0,Loss,Loss
13258,2,0,4,2,Loss,Loss
13259,0,0,2,0,Loss,Loss
13260,6,2,5,0,Loss,Loss
13261,2,0,1,0,Loss,Loss
13262,0,0,6,0,Loss,Loss
13263,2,0,3,2,Loss,Loss
13264,7,0,1,2,Loss,Loss
13265,3,0,4,1,Loss,Loss
13266,5,2,2,2,Loss,Loss
13267,4,0,4,0,Loss,Loss
13268,3,0,1,2,Won,Loss
13269,0,0,0,2,Won,Loss
13270,0,0,5,2,Won,Loss
13271,8,2,1,0,Loss,Loss
13272,3,0,1,2,Loss,Loss
13273,8,2,1,2,Loss,Loss
13274,5,2,1,2,Loss,Loss
13275,2,0,3,2,Loss,Loss
13276,6,2,4,1,Loss,Loss
13277,7,0,1,2,Loss,Loss
13278,2,0,6,2,Loss,Loss
13279,8,2,1,2,Loss,Loss
13280,4,0,2,0,Loss,Loss
13281,8,2,1,0,Won,Loss
13282,3,0,4,4,Loss,Loss
13283,8,2,3,0,Loss,Loss
13284,3,0,0,2,Loss,Loss
13285,5,2,4,2,Won,Loss
13286,10,0,0,0,Loss,Loss
13287,3,0,2,2,Won,Loss
13288,7,0,4,3,Loss,Loss
13289,5,2,3,2,Loss,Loss
13290,2,0,0,2,Loss,Loss
13291,3,0,1,2,Won,Loss
13292,8,2,5,0,Loss,Loss
13293,5,2,3,0,Loss,Loss
13294,5,2,3,2,Loss,Loss
13295,9,3,1,0,Loss,Loss
13296,4,0,4,1,Won,Loss
13297,2,0,5,0,Loss,Loss
13298,8,2,1,0,Loss,Loss
13299,2,0,1,0,Loss,Loss
13300,5,2,3,0,Loss,Loss
13301,0,0,5,0,Won,Loss
13302,3,0,1,2,Loss,Loss
13303,2,0,3,0,Loss,Loss
13304,8,2,4,0,Loss,Loss
13305,3,0,4,2,Won,Loss
13306,3,0,0,0,Loss,Loss
13307,7,0,4,2,Loss,Loss
13308,8,2,2,0,Loss,Loss
13309,10,0,2,0,Loss,Loss
13310,5,2,2,2,Loss,Loss
13311,2,0,1,2,Loss,Loss
13312,7,0,1,2,Won,Loss
13313,2,0,4,2,Loss,Loss
13314,5,2,2,0,Loss,Loss
13315,8,2,6,0,Loss,Loss
13316,5,2,1,2,Loss,Loss
13317,6,2,1,0,Won,Loss
13318,3,0,0,2,Won,Loss
13319,0,0,6,2,Loss,Loss
13320,7,0,3,0,Won,Loss
13321,0,0,6,0,Won,Loss
13322,2,0,2,0,Loss,Loss
13323,4,0,3,2,Loss,Loss
13324,8,2,3,0,Loss,Loss
13325,5,2,1,2,Loss,Loss
13326,3,0,0,2,Loss,Loss
13327,3,0,1,2,Won,Loss
13328,0,0,0,0,Loss,Loss
13329,3,0,0,2,Loss,Loss
13330,4,0,1,2,Loss,Loss
13331,0,0,5,2,Loss,Loss
13332,3,0,1,2,Loss,Loss
13333,3,0,6,0,Loss,Loss
13334,7,0,6,0,Loss,Loss
13335,0,0,1,0,Loss,Loss
13336,4,0,1,0,Loss,Loss
13337,5,2,1,2,Loss,Loss
13338,5,2,6,2,Loss,Loss
13339,0,0,0,2,Loss,Loss
13340,3,0,6,4,Loss,Loss
13341,7,0,1,0,Loss,Loss
13342,5,2,0,0,Won,Loss
13343,4,0,6,0,Won,Loss
13344,5,2,0,2,Won,Loss
13345,7,0,1,2,Won,Loss
13346,8,2,4,4,Loss,Loss
13347,2,0,5,2,Loss,Loss
13348,8,2,5,0,Loss,Loss
13349,2,0,3,2,Loss,Loss
13350,3,0,1,0,Loss,Loss
13351,8,2,6,0,Won,Loss
13352,7,0,4,0,Loss,Loss
13353,7,0,4,1,Won,Loss
13354,7,0,1,0,Loss,Loss
13355,7,0,0,2,Loss,Loss
13356,5,2,1,2,Loss,Loss
13357,4,0,6,0,Won,Loss
13358,6,2,0,2,Loss,Loss
13359,4,0,1,0,Loss,Loss
13360,6,2,5,2,Loss,Loss
13361,10,0,1,1,Won,Loss
13362,5,2,0,0,Loss,Loss
13363,0,0,0,2,Loss,Loss
13364,4,0,2,2,Loss,Loss
13365,2,0,4,0,Won,Loss
13366,2,0,3,0,Loss,Loss
13367,3,0,6,0,Loss,Loss
13368,5,2,1,0,Loss,Loss
13369,5,2,4,0,Won,Loss
13370,1,1,0,0,Won,Loss
13371,5,2,4,1,Loss,Loss
13372,8,2,5,2,Loss,Loss
13373,0,0,5,2,Loss,Loss
13374,8,2,1,0,Loss,Loss
13375,0,0,1,2,Won,Loss
13376,8,2,3,0,Loss,Loss
13377,5,2,1,2,Loss,Loss
13378,10,0,2,0,Loss,Loss
13379,3,0,2,2,Loss,Loss
13380,10,0,5,0,Loss,Loss
13381,5,2,4,0,Loss,Loss
13382,3,0,0,2,Loss,Loss
13383,2,0,1,2,Won,Loss
13384,5,2,5,2,Won,Loss
13385,2,0,4,0,Loss,Loss
13386,5,2,4,2,Loss,Loss
13387,2,0,5,0,Won,Loss
13388,2,0,6,4,Won,Loss
13389,8,2,3,0,Loss,Loss
13390,5,2,6,2,Won,Loss
13391,2,0,5,2,Loss,Loss
13392,7,0,4,2,Won,Loss
13393,10,0,4,4,Won,Loss
13394,3,0,5,2,Loss,Loss
13395,7,0,4,1,Loss,Loss
13396,1,1,0,0,Won,Loss
13397,2,0,4,0,Loss,Loss
13398,3,0,3,2,Loss,Loss
13399,2,0,3,0,Loss,Loss
13400,9,3,1,0,Loss,Loss
13401,8,2,1,2,Won,Loss
13402,3,0,1,2,Loss,Loss
13403,8,2,6,2,Loss,Loss
13404,2,0,1,2,Loss,Loss
13405,0,0,1,2,Loss,Loss
13406,0,0,4,2,Won,Loss
13407,5,2,5,2,Won,Loss
13408,7,0,1,2,Loss,Loss
13409,2,0,5,0,Loss,Loss
13410,2,0,5,0,Loss,Loss
13411,4,0,1,2,Won,Loss
13412,0,0,1,0,Won,Loss
13413,6,2,3,0,Won,Loss
13414,7,0,4,0,Loss,Loss
13415,10,0,1,2,Loss,Loss
13416,3,0,4,4,Won,Loss
13417,5,2,0,0,Loss,Loss
13418,3,0,1,2,Won,Loss
13419,0,0,6,0,Loss,Loss
13420,2,0,2,0,Won,Loss
13421,3,0,0,2,Loss,Loss
13422,5,2,1,0,Won,Loss
13423,2,0,2,4,Loss,Loss
13424,5,2,5,0,Loss,Loss
13425,9,3,1,2,Won,Loss
13426,10,0,3,2,Loss,Loss
13427,5,2,3,2,Loss,Loss
13428,5,2,3,2,Won,Loss
13429,2,0,1,2,Loss,Loss
13430,6,2,6,0,Loss,Loss
13431,4,0,2,0,Loss,Loss
13432,2,0,1,2,Won,Loss
13433,0,0,6,0,Loss,Loss
13434,3,0,5,0,Loss,Loss
13435,5,2,3,0,Loss,Loss
13436,0,0,1,0,Loss,Loss
13437,2,0,3,2,Won,Loss
13438,6,2,4,0,Loss,Loss
13439,10,0,3,2,Loss,Loss
13440,8,2,4,2,Loss,Loss
13441,6,2,3,2,Loss,Loss
13442,10,0,2,0,Loss,Loss
13443,0,0,1,2,Loss,Loss
13444,7,0,4,2,Loss,Loss
13445,10,0,0,2,Won,Loss
13446,2,0,2,2,Won,Loss
13447,2,0,1,2,Loss,Loss
13448,5,2,1,0,Won,Loss
13449,10,0,0,0,Loss,Loss
13450,8,2,4,1,Won,Loss
13451,2,0,6,2,Loss,Loss
13452,8,2,2,0,Loss,Loss
13453,10,0,5,0,Loss,Loss
13454,2,0,4,0,Won,Loss
13455,5,2,4,0,Won,Loss
13456,7,0,4,0,Loss,Loss
13457,5,2,3,2,Loss,Loss
13458,3,0,2,0,Loss,Loss
13459,10,0,1,0,Won,Loss
13460,0,0,5,2,Won,Loss
13461,2,0,1,0,Won,Loss
13462,4,0,4,0,Loss,Loss
13463,2,0,0,2,Loss,Loss
13464,5,2,5,2,Loss,Loss
13465,7,0,5,2,Won,Loss
13466,7,0,4,0,Loss,Loss
13467,2,0,3,1,Loss,Loss
13468,2,0,4,2,Loss,Loss
13469,7,0,4,0,Loss,Loss
13470,3,0,5,2,Loss,Loss
13471,10,0,2,0,Loss,Loss
13472,5,2,5,0,Won,Loss
13473,5,2,3,2,Loss,Loss
13474,8,2,4,2,Loss,Loss
13475,0,0,1,0,Loss,Loss
13476,0,0,5,0,Won,Loss
13477,7,0,1,0,Won,Loss
13478,6,2,1,0,Loss,Loss
13479,10,0,0,2,Loss,Loss
13480,0,0,1,0,Loss,Loss
13481,5,2,2,2,Loss,Loss
13482,0,0,5,2,Loss,Loss
13483,2,0,1,2,Won,Loss
13484,8,2,4,0,Loss,Loss
13485,8,2,5,2,Loss,Loss
13486,5,2,3,2,Loss,Loss
13487,2,0,2,0,Loss,Loss
13488,4,0,3,0,Loss,Loss
13489,5,2,4,0,Won,Loss
13490,2,0,4,2,Won,Loss
13491,5,2,3,2,Loss,Loss
13492,7,0,1,0,Loss,Loss
13493,5,2,4,2,Loss,Loss
13494,5,2,4,1,Loss,Loss
13495,2,0,2,0,Won,Loss
13496,5,2,5,2,Loss,Loss
13497,4,0,4,0,Loss,Loss
13498,0,0,2,2,Loss,Loss
13499,8,2,6,0,Won,Loss
13500,3,0,1,0,Won,Loss
13501,2,0,1,0,Loss,Loss
13502,4,0,4,0,Won,Loss
13503,0,0,6,0,Loss,Loss
13504,5,2,6,0,Won,Loss
13505,8,2,4,2,Loss,Loss
13506,3,0,4,2,Won,Loss
13507,8,2,4,2,Loss,Loss
13508,5,2,5,0,Loss,Loss
13509,3,0,2,0,Loss,Loss
13510,0,0,1,2,Loss,Loss
13511,5,2,1,0,Won,Loss
13512,2,0,0,0,Won,Loss
13513,5,2,4,4,Loss,Loss
13514,2,0,6,0,Loss,Loss
13515,2,0,0,2,Loss,Loss
13516,10,0,1,0,Loss,Loss
13517,8,2,2,2,Loss,Loss
13518,10,0,1,0,Loss,Loss
13519,2,0,4,0,Won,Loss
13520,5,2,4,2,Loss,Loss
13521,5,2,4,2,Won,Loss
13522,3,0,5,2,Loss,Loss
13523,0,0,4,0,Loss,Loss
13524,2,0,6,2,Loss,Loss
13525,8,2,4,2,Loss,Loss
13526,1,1,2,2,Won,Loss
13527,10,0,2,2,Loss,Loss
13528,2,0,4,2,Loss,Loss
13529,10,0,1,2,Loss,Loss
13530,8,2,1,4,Loss,Loss
13531,0,0,1,0,Loss,Loss
13532,7,0,4,0,Loss,Loss
13533,2,0,1,0,Loss,Loss
13534,5,2,0,0,Loss,Loss
13535,5,2,1,2,Loss,Loss
13536,0,0,4,0,Loss,Loss
13537,8,2,0,2,Loss,Loss
13538,3,0,1,2,Won,Loss
13539,0,0,6,2,Loss,Loss
13540,5,2,1,2,Loss,Loss
13541,2,0,5,2,Loss,Loss
13542,0,0,1,0,Loss,Loss
13543,4,0,2,0,Loss,Loss
13544,3,0,1,0,Loss,Loss
13545,3,0,3,2,Won,Loss
13546,10,0,3,0,Loss,Loss
13547,10,0,1,4,Loss,Loss
13548,8,2,1,0,Loss,Loss
13549,7,0,4,0,Loss,Loss
13550,3,0,4,2,Loss,Loss
13551,3,0,3,2,Loss,Loss
13552,2,0,5,2,Loss,Loss
13553,0,0,4,0,Won,Loss
13554,9,3,5,2,Loss,Loss
13555,2,0,5,0,Loss,Loss
13556,0,0,0,2,Loss,Loss
13557,10,0,2,4,Loss,Loss
13558,0,0,4,2,Loss,Loss
13559,7,0,6,2,Loss,Loss
13560,0,0,2,0,Won,Loss
13561,6,2,5,2,Loss,Loss
13562,2,0,0,2,Loss,Loss
13563,2,0,3,2,Won,Loss
13564,5,2,0,2,Loss,Loss
13565,4,0,5,0,Loss,Loss
13566,6,2,4,0,Loss,Loss
13567,2,0,1,0,Loss,Loss
13568,0,0,4,4,Loss,Loss
13569,4,0,1,0,Loss,Loss
13570,2,0,1,0,Loss,Loss
13571,8,2,1,0,Loss,Loss
13572,8,2,4,3,Loss,Loss
13573,3,0,5,2,Won,Loss
13574,5,2,1,2,Won,Loss
13575,5,2,6,2,Loss,Loss
13576,8,2,6,0,Loss,Loss
13577,5,2,5,0,Loss,Loss
13578,8,2,6,0,Loss,Loss
13579,3,0,0,2,Loss,Loss
13580,3,0,1,2,Won,Loss
13581,8,2,5,2,Loss,Loss
13582,6,2,5,0,Loss,Loss
13583,5,2,6,2,Loss,Loss
13584,5,2,4,0,Loss,Loss
13585,5,2,3,0,Loss,Loss
13586,7,0,4,0,Won,Loss
13587,0,0,5,0,Loss,Loss
13588,10,0,4,0,Loss,Loss
13589,3,0,5,0,Loss,Loss
13590,2,0,6,2,Loss,Loss
13591,3,0,1,2,Loss,Loss
13592,4,0,5,2,Loss,Loss
13593,0,0,0,2,Loss,Loss
13594,7,0,1,0,Loss,Loss
13595,7,0,1,2,Loss,Loss
13596,5,2,4,2,Loss,Loss
13597,8,2,5,0,Loss,Loss
13598,4,0,1,0,Won,Loss
13599,3,0,3,0,Loss,Loss
13600,7,0,5,2,Loss,Loss
13601,0,0,2,0,Loss,Loss
13602,2,0,1,2,Won,Loss
13603,3,0,0,0,Loss,Loss
13604,0,0,2,0,Loss,Loss
13605,2,0,4,0,Loss,Loss
13606,2,0,3,0,Loss,Loss
13607,4,0,4,0,Loss,Loss
13608,3,0,5,2,Won,Loss
13609,3,0,4,4,Loss,Loss
13610,3,0,2,2,Loss,Loss
13611,3,0,5,0,Loss,Loss
13612,7,0,6,2,Loss,Loss
13613,0,0,5,0,Loss,Loss
13614,3,0,1,2,Won,Loss
13615,7,0,0,2,Loss,Loss
13616,5,2,5,2,Loss,Loss
13617,4,0,5,2,Won,Loss
13618,5,2,3,2,Loss,Loss
13619,0,0,0,2,Loss,Loss
13620,5,2,2,2,Loss,Loss
13621,0,0,1,4,Loss,Loss
13622,5,2,4,2,Loss,Loss
13623,0,0,4,0,Won,Loss
13624,8,2,4,1,Loss,Loss
13625,8,2,0,0,Loss,Loss
13626,10,0,4,1,Won,Loss
13627,10,0,1,0,Loss,Loss
13628,3,0,1,2,Loss,Loss
13629,7,0,4,1,Loss,Loss
13630,8,2,1,0,Loss,Loss
13631,8,2,5,0,Loss,Loss
13632,0,0,5,0,Loss,Loss
13633,5,2,1,2,Loss,Loss
13634,2,0,2,2,Loss,Loss
13635,3,0,0,2,Won,Loss
13636,0,0,4,4,Loss,Loss
13637,0,0,1,0,Loss,Loss
13638,0,0,0,0,Won,Loss
13639,7,0,1,0,Loss,Loss
13640,5,2,2,0,Loss,Loss
13641,8,2,6,0,Loss,Loss
13642,8,2,4,0,Won,Loss
13643,8,2,3,2,Loss,Loss
13644,3,0,4,2,Won,Loss
13645,2,0,4,1,Loss,Loss
13646,7,0,5,0,Loss,Loss
13647,5,2,6,0,Loss,Loss
13648,0,0,5,4,Loss,Loss
13649,2,0,0,4,Loss,Loss
13650,8,2,4,0,Loss,Loss
13651,7,0,1,2,Loss,Loss
13652,7,0,4,1,Won,Loss
13653,7,0,1,0,Loss,Loss
13654,5,2,4,2,Loss,Loss
13655,4,0,4,1,Won,Loss
13656,4,0,1,0,Loss,Loss
13657,2,0,1,0,Loss,Loss
13658,5,2,1,2,Loss,Loss
13659,10,0,0,4,Loss,Loss
13660,2,0,1,0,Loss,Loss
13661,4,0,6,0,Loss,Loss
13662,5,2,3,2,Won,Loss
13663,3,0,1,2,Won,Loss
13664,8,2,2,0,Loss,Loss
13665,7,0,1,2,Won,Loss
13666,7,0,5,0,Won,Loss
13667,4,0,4,2,Loss,Loss
13668,4,0,4,1,Loss,Loss
13669,2,0,1,2,Won,Loss
13670,3,0,2,2,Won,Loss
13671,0,0,0,0,Won,Loss
13672,3,0,4,2,Loss,Loss
13673,1,1,1,0,Loss,Loss
13674,5,2,4,3,Loss,Loss
13675,2,0,2,2,Loss,Loss
13676,10,0,6,2,Loss,Loss
13677,5,2,4,0,Won,Loss
13678,2,0,1,2,Loss,Loss
13679,5,2,2,2,Loss,Loss
13680,4,0,2,0,Loss,Loss
13681,2,0,1,0,Loss,Loss
13682,2,0,3,0,Won,Loss
13683,2,0,0,2,Loss,Loss
13684,7,0,5,2,Won,Loss
13685,2,0,6,0,Loss,Loss
13686,9,3,1,0,Loss,Loss
13687,5,2,6,2,Loss,Loss
13688,5,2,5,0,Loss,Loss
13689,8,2,4,0,Loss,Loss
13690,5,2,3,0,Loss,Loss
13691,2,0,1,2,Loss,Loss
13692,0,0,1,0,Loss,Loss
13693,2,0,3,2,Loss,Loss
13694,5,2,1,0,Loss,Loss
13695,2,0,4,2,Loss,Loss
13696,0,0,5,0,Loss,Loss
13697,1,1,4,2,Loss,Loss
13698,3,0,0,2,Loss,Loss
13699,2,0,5,2,Loss,Loss
13700,7,0,1,2,Loss,Loss
13701,7,0,3,0,Loss,Loss
13702,7,0,3,2,Loss,Loss
13703,5,2,0,0,Loss,Loss
13704,3,0,4,2,Loss,Loss
13705,5,2,1,2,Won,Loss
13706,3,0,1,2,Loss,Loss
13707,3,0,4,4,Loss,Loss
13708,2,0,0,0,Loss,Loss
13709,3,0,3,0,Loss,Loss
13710,2,0,3,0,Loss,Loss
13711,2,0,2,0,Loss,Loss
13712,5,2,5,0,Loss,Loss
13713,3,0,3,0,Won,Loss
13714,7,0,4,2,Loss,Loss
13715,2,0,1,2,Loss,Loss
13716,5,2,1,2,Loss,Loss
13717,6,2,2,2,Loss,Loss
13718,4,0,1,0,Loss,Loss
13719,5,2,2,2,Loss,Loss
13720,5,2,5,2,Loss,Loss
13721,8,2,1,0,Loss,Loss
13722,8,2,3,0,Loss,Loss
13723,8,2,5,0,Loss,Loss
13724,2,0,3,2,Loss,Loss
13725,0,0,5,0,Loss,Loss
13726,5,2,4,2,Loss,Loss
13727,5,2,3,2,Loss,Loss
13728,2,0,0,0,Loss,Loss
13729,7,0,4,0,Won,Loss
13730,5,2,2,0,Won,Loss
13731,2,0,0,2,Won,Loss
13732,3,0,1,0,Won,Loss
13733,4,0,4,1,Loss,Loss
13734,5,2,2,0,Loss,Loss
13735,5,2,1,2,Loss,Loss
13736,2,0,4,1,Loss,Loss
13737,5,2,1,0,Loss,Loss
13738,8,2,4,2,Won,Loss
13739,2,0,3,0,Loss,Loss
13740,10,0,1,2,Loss,Loss
13741,2,0,2,2,Loss,Loss
13742,2,0,6,0,Won,Loss
13743,2,0,3,2,Loss,Loss
13744,7,0,3,1,Loss,Loss
13745,2,0,4,0,Won,Loss
13746,5,2,2,2,Loss,Loss
13747,3,0,4,0,Loss,Loss
13748,7,0,5,0,Loss,Loss
13749,6,2,4,0,Loss,Loss
13750,3,0,0,0,Loss,Loss
13751,8,2,4,4,Won,Loss
13752,0,0,4,0,Loss,Loss
13753,8,2,2,2,Loss,Loss
13754,8,2,4,0,Won,Loss
13755,8,2,1,2,Loss,Loss
13756,10,0,2,0,Loss,Loss
13757,3,0,6,2,Won,Loss
13758,6,2,3,2,Loss,Loss
13759,5,2,5,2,Loss,Loss
13760,0,0,5,0,Loss,Loss
13761,10,0,0,0,Won,Loss
13762,5,2,5,2,Won,Loss
13763,8,2,0,0,Loss,Loss
13764,0,0,4,4,Loss,Loss
13765,8,2,4,2,Loss,Loss
13766,0,0,1,2,Loss,Loss
13767,2,0,0,1,Loss,Loss
13768,2,0,0,0,Loss,Loss
13769,8,2,1,0,Loss,Loss
13770,2,0,0,0,Loss,Loss
13771,5,2,5,2,Loss,Loss
13772,7,0,4,2,Loss,Loss
13773,0,0,0,0,Loss,Loss
13774,5,2,4,2,Loss,Loss
13775,10,0,2,0,Loss,Loss
13776,2,0,3,2,Loss,Loss
13777,3,0,4,0,Loss,Loss
13778,5,2,1,2,Won,Loss
13779,2,0,6,2,Won,Loss
